Short Country	Long Country	Holiday	Long Date	Short Date	Description
BY	Belarus	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Belarus (Minsk)
BY	Belarus	Mothers' Day	"Tuesday, October 14, 2025"	14-Oct-25	Motherâ€™s Day celebrates the achievements and efforts of mothers and mother figures.
BY	Belarus	Fathers' Day	"Tuesday, October 21, 2025"	21-Oct-25	Fatherâ€™s Day celebrates fatherhood and male parenting on different dates worldwide.
BY	Belarus	Remembrance Day	"Sunday, November 2, 2025"	2-Nov-25	All Soulsâ€™ Day falls on November 2 each year. It is a day of alms giving and prayers for the dead.
BY	Belarus	October Revolution Day	"Friday, November 7, 2025"	7-Nov-25	October Revolution Day is a national holiday in Belarus
BY	Belarus	Special Working Day	"Saturday, December 20, 2025"	20-Dec-25	Special Working Day is a working day on weekend in Belarus
BY	Belarus	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Belarus (Minsk)
BY	Belarus	Catholic Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
BY	Belarus	Catholic Christmas Holiday	"Friday, December 26, 2025"	26-Dec-25	Catholic Christmas Holiday is a national holiday in Belarus
BY	Belarus	New Year's Eve	"Wednesday, December 31, 2025"	31-Dec-25	"New Yearâ€™s Eve is the last day of the year, December 31, in the Gregorian calendar."
BE	Belgium	New Year's Day	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
BE	Belgium	Epiphany	"Monday, January 6, 2025"	6-Jan-25	Epiphany is a Christian holiday celebrated globally on January 6 each year. It commemorates two events recorded in the Bible: the three wise menâ€™s visit to baby Jesus; and Jesusâ€™ baptism.
BE	Belgium	Valentine's Day	"Friday, February 14, 2025"	14-Feb-25	February 14 is Valentine's Day or Saint Valentine's Feast. The day of love owes its origins to ancient Roman and European Christian traditions.
BE	Belgium	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Belgium (Brussels)
BE	Belgium	Daylight Saving Time starts	"Sunday, March 30, 2025"	30-Mar-25	Daylight Saving Time starts in Belgium
BE	Belgium	Good Friday	"Friday, April 18, 2025"	18-Apr-25	Good Friday is a global Christian observance two days before Easter Sunday.
BE	Belgium	Easter Sunday	"Sunday, April 20, 2025"	20-Apr-25	"Easter Sunday commemorates Jesus Christâ€™s resurrection, according to Christian belief."
BE	Belgium	Easter Monday	"Monday, April 21, 2025"	21-Apr-25	Easter Monday is the day after Easter Sunday.
BE	Belgium	Labor Day / May Day	"Thursday, May 1, 2025"	1-May-25	"Labor Day, International Workers' Day, and May Day, is a day off for workers in many countries around the world."
BE	Belgium	Iris Day	"Thursday, May 8, 2025"	8-May-25	Iris Day is a regional government holiday in Belgium
BE	Belgium	Mothers' Day	"Sunday, May 11, 2025"	11-May-25	Motherâ€™s Day celebrates the achievements and efforts of mothers and mother figures.
BE	Belgium	Ascension Day	"Thursday, May 29, 2025"	29-May-25	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.
BE	Belgium	Day after Ascension Day	"Friday, May 30, 2025"	30-May-25	Day after Ascension Day is a bank holiday in Belgium
BE	Belgium	Fathers' Day	"Sunday, June 8, 2025"	8-Jun-25	Fatherâ€™s Day celebrates fatherhood and male parenting on different dates worldwide.
BE	Belgium	Whit Sunday	"Sunday, June 8, 2025"	8-Jun-25	"Many Christians all over the world annually observe Pentecost, also known as Whitsunday or Whit Sunday."
BE	Belgium	Whit Monday	"Monday, June 9, 2025"	9-Jun-25	"Whit Monday, or Pentecost Monday, is a Christian holiday that falls on the day after Pentecost, which is also known as Whit Sunday or Whitsunday."
BE	Belgium	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Belgium (Brussels)
BE	Belgium	Day of the Flemish Community	"Friday, July 11, 2025"	11-Jul-25	
BE	Belgium	Belgian National Day	"Monday, July 21, 2025"	21-Jul-25	Belgian National Day is a national holiday in Belgium
BE	Belgium	Assumption of Mary	"Friday, August 15, 2025"	15-Aug-25	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.
BE	Belgium	Day of the Walloon Region	"Sunday, September 21, 2025"	21-Sep-25	Day of the Walloon Region is a regional government holiday in Belgium
BE	Belgium	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Belgium (Brussels)
BE	Belgium	Day of the French Community	"Saturday, September 27, 2025"	27-Sep-25	Day of the French Community is a regional government holiday in Belgium
BE	Belgium	Daylight Saving Time ends	"Sunday, October 26, 2025"	26-Oct-25	Daylight Saving Time ends in Belgium
BE	Belgium	Halloween	"Friday, October 31, 2025"	31-Oct-25	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.
BE	Belgium	All Saints' Day	"Saturday, November 1, 2025"	1-Nov-25	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."
BE	Belgium	Armistice Day	"Tuesday, November 11, 2025"	11-Nov-25	Armistice Day is a national holiday in Belgium
BE	Belgium	Day of the German-speaking Community	"Saturday, November 15, 2025"	15-Nov-25	Day of the German-speaking Community is a regional government holiday in Belgium
BE	Belgium	St. Nicholas Day	"Saturday, December 6, 2025"	6-Dec-25	St. Nicholas Day is a observance in Belgium
BE	Belgium	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Belgium (Brussels)
BE	Belgium	Christmas Eve	"Wednesday, December 24, 2025"	24-Dec-25	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.
BE	Belgium	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
BE	Belgium	Boxing Day	"Friday, December 26, 2025"	26-Dec-25	Boxing Day is a bank holiday in Belgium
BE	Belgium	New Year's Eve	"Wednesday, December 31, 2025"	31-Dec-25	"New Yearâ€™s Eve is the last day of the year, December 31, in the Gregorian calendar."
BZ	Belize	New Year's Day	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
BZ	Belize	George Price Day	"Wednesday, January 15, 2025"	15-Jan-25	George Price Day is a public holiday in Belize
BZ	Belize	National Heroes and Benefactors Day	"Sunday, March 9, 2025"	9-Mar-25	National Heroes and Benefactors Day is a public holiday in Belize
BZ	Belize	Day off for National Heroes and Benefactors Day	"Monday, March 10, 2025"	10-Mar-25	National Heroes and Benefactors Day is a public holiday in Belize
BZ	Belize	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Belize (Belize City)
BZ	Belize	Good Friday	"Friday, April 18, 2025"	18-Apr-25	Good Friday is a global Christian observance two days before Easter Sunday.
BZ	Belize	Holy Saturday	"Saturday, April 19, 2025"	19-Apr-25	Holy Saturday is the day before Easter Sunday.
BZ	Belize	Easter Sunday	"Sunday, April 20, 2025"	20-Apr-25	"Easter Sunday commemorates Jesus Christâ€™s resurrection, according to Christian belief."
BZ	Belize	Easter Monday	"Monday, April 21, 2025"	21-Apr-25	Easter Monday is the day after Easter Sunday.
BZ	Belize	Labor Day / May Day	"Thursday, May 1, 2025"	1-May-25	"Labor Day, International Workers' Day, and May Day, is a day off for workers in many countries around the world."
BZ	Belize	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Belize (Belize City)
BZ	Belize	Emancipation Day	"Friday, August 1, 2025"	1-Aug-25	Emancipation Day is a public holiday in Belize
BZ	Belize	St. George's Caye Day	"Wednesday, September 10, 2025"	10-Sep-25	St. George's Caye Day is a public holiday in Belize
BZ	Belize	Independence Day	"Sunday, September 21, 2025"	21-Sep-25	Independence Day is a public holiday in Belize
BZ	Belize	Day off for Independence Day	"Monday, September 22, 2025"	22-Sep-25	Independence Day is a public holiday in Belize
BZ	Belize	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Belize (Belize City)
BZ	Belize	El DÃ­a de la Raza	"Sunday, October 12, 2025"	12-Oct-25	El DÃ­a de la Raza is a public holiday in Belize
BZ	Belize	Day off for El DÃ­a de la Raza	"Monday, October 13, 2025"	13-Oct-25	El DÃ­a de la Raza is a public holiday in Belize
BZ	Belize	Garifuna Settlement Day	"Wednesday, November 19, 2025"	19-Nov-25	Garifuna Settlement Day is a public holiday in Belize
BZ	Belize	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Belize (Belize City)
BZ	Belize	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
BZ	Belize	Boxing Day	"Friday, December 26, 2025"	26-Dec-25	Boxing Day is a public holiday in Belize
BJ	Benin	New Year	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
BJ	Benin	Day Off for Vodoun Festival	"Thursday, January 9, 2025"	9-Jan-25	Day Off for Vodoun Festival is a public holiday in Benin
BJ	Benin	Vodoun Festival	"Friday, January 10, 2025"	10-Jan-25	Vodoun Festival is a public holiday in Benin
BJ	Benin	Day of Remembrance	"Thursday, January 16, 2025"	16-Jan-25	Day of Remembrance is a national day in Benin
BJ	Benin	People's Sovereignty Day	"Friday, February 28, 2025"	28-Feb-25	People's Sovereignty Day is a national day in Benin
BJ	Benin	Ramadan Start	"Saturday, March 1, 2025"	1-Mar-25	"Ramadan is a period of prayer, reflection and fasting for many Muslims worldwide. It is the ninth month in the Islamic calendar."
BJ	Benin	Women's Day	"Saturday, March 8, 2025"	8-Mar-25	Women's Day is a national day in Benin
BJ	Benin	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Benin (Porto Novo)
BJ	Benin	KoritÃ©	"Sunday, March 30, 2025"	30-Mar-25	"Eid al-Fitr is a holiday to mark the end of the Islamic month of Ramadan, during which Muslims fast during the hours of daylight."
BJ	Benin	Easter Monday	"Monday, April 21, 2025"	21-Apr-25	Easter Monday is the day after Easter Sunday.
BJ	Benin	Labour Day	"Thursday, May 1, 2025"	1-May-25	"Labor Day, International Workers' Day, and May Day, is a day off for workers in many countries around the world."
BJ	Benin	Mother's Day	"Sunday, May 11, 2025"	11-May-25	Motherâ€™s Day celebrates the achievements and efforts of mothers and mother figures.
BJ	Benin	Ascension Day	"Thursday, May 29, 2025"	29-May-25	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.
BJ	Benin	Tabaski	"Saturday, June 7, 2025"	7-Jun-25	Eid al-Adha (Id ul-Adha) is an Islamic festival falling on the 10th day of the month of Dhul Hijja (Thou al-Hijja) to commemorate the willingness of Ibrahim (Abraham) to sacrifice his son.
BJ	Benin	Whit Monday	"Monday, June 9, 2025"	9-Jun-25	"Whit Monday, or Pentecost Monday, is a Christian holiday that falls on the day after Pentecost, which is also known as Whit Sunday or Whitsunday."
BJ	Benin	Father's Day	"Sunday, June 15, 2025"	15-Jun-25	Fatherâ€™s Day celebrates fatherhood and male parenting on different dates worldwide.
BJ	Benin	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Benin (Porto Novo)
BJ	Benin	Independence Day	"Friday, August 1, 2025"	1-Aug-25	Independence Day is a public holiday in Benin
BJ	Benin	Assumption of Mary	"Friday, August 15, 2025"	15-Aug-25	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.
BJ	Benin	Maouloud	"Friday, September 5, 2025"	5-Sep-25	"Mawlid, or Milad, marks the birth of the Islamic prophet Muhammed, or Mohamed, in the year 570 of the Gregorian calendar."
BJ	Benin	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Benin (Porto Novo)
BJ	Benin	All Saints' Day	"Saturday, November 1, 2025"	1-Nov-25	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."
BJ	Benin	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Benin (Porto Novo)
BJ	Benin	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
BM	Bermuda	New Year's Day	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
BM	Bermuda	Valentine's Day	"Friday, February 14, 2025"	14-Feb-25	February 14 is Valentine's Day or Saint Valentine's Feast. The day of love owes its origins to ancient Roman and European Christian traditions.
BM	Bermuda	Daylight Saving Time starts	"Sunday, March 9, 2025"	9-Mar-25	Daylight Saving Time starts in Bermuda
BM	Bermuda	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Bermuda (Hamilton)
BM	Bermuda	Good Friday	"Friday, April 18, 2025"	18-Apr-25	Good Friday is a global Christian observance two days before Easter Sunday.
BM	Bermuda	Easter Sunday	"Sunday, April 20, 2025"	20-Apr-25	"Easter Sunday commemorates Jesus Christâ€™s resurrection, according to Christian belief."
BM	Bermuda	Mothers' Day	"Sunday, May 11, 2025"	11-May-25	Motherâ€™s Day celebrates the achievements and efforts of mothers and mother figures.
BM	Bermuda	Bermuda Day	"Friday, May 23, 2025"	23-May-25	Bermuda Day is a public holiday in Bermuda
BM	Bermuda	Fathers' Day	"Sunday, June 15, 2025"	15-Jun-25	Fatherâ€™s Day celebrates fatherhood and male parenting on different dates worldwide.
BM	Bermuda	National Heroes Day	"Monday, June 16, 2025"	16-Jun-25	National Heroes Day is a public holiday in Bermuda
BM	Bermuda	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Bermuda (Hamilton)
BM	Bermuda	Emancipation Day	"Thursday, July 31, 2025"	31-Jul-25	Emancipation Day is a public holiday in Bermuda
BM	Bermuda	Mary Prince Day	"Friday, August 1, 2025"	1-Aug-25	Mary Prince Day is a public holiday in Bermuda
BM	Bermuda	Labour Day	"Monday, September 1, 2025"	1-Sep-25	"Labor Day, International Workers' Day, and May Day, is a day off for workers in many countries around the world."
BM	Bermuda	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Bermuda (Hamilton)
BM	Bermuda	Halloween	"Friday, October 31, 2025"	31-Oct-25	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.
BM	Bermuda	Daylight Saving Time ends	"Sunday, November 2, 2025"	2-Nov-25	Daylight Saving Time ends in Bermuda
BM	Bermuda	Remembrance Day	"Tuesday, November 11, 2025"	11-Nov-25	Remembrance Day is a public holiday in Bermuda
BM	Bermuda	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Bermuda (Hamilton)
BM	Bermuda	Christmas Eve	"Wednesday, December 24, 2025"	24-Dec-25	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.
BM	Bermuda	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
BM	Bermuda	Boxing Day	"Friday, December 26, 2025"	26-Dec-25	Boxing Day is a public holiday in Bermuda
BM	Bermuda	New Year's Eve	"Wednesday, December 31, 2025"	31-Dec-25	"New Yearâ€™s Eve is the last day of the year, December 31, in the Gregorian calendar."
BT	Bhutan	Winter Solstice (Nyilo)	"Thursday, January 2, 2025"	2-Jan-25	Winter Solstice (Nyilo) is a public holiday in Bhutan
BT	Bhutan	Traditional Day of Offerings	"Thursday, January 30, 2025"	30-Jan-25	Traditional Day of Offerings is a public holiday in Bhutan
BT	Bhutan	King's Birthday	"Friday, February 21, 2025"	21-Feb-25	King's Birthday is a public holiday in Bhutan
BT	Bhutan	King's Birthday Holiday	"Saturday, February 22, 2025"	22-Feb-25	King's Birthday Holiday is a public holiday in Bhutan
BT	Bhutan	Losar (New Year)	"Friday, February 28, 2025"	28-Feb-25	Losar (New Year) is a public holiday in Bhutan
BT	Bhutan	Losar Holiday	"Saturday, March 1, 2025"	1-Mar-25	Losar Holiday is a public holiday in Bhutan
BT	Bhutan	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Bhutan (Thimphu)
BT	Bhutan	Birth Anniversary of Third Druk Gyalpo	"Friday, May 2, 2025"	2-May-25	Birth Anniversary of Third Druk Gyalpo is a public holiday in Bhutan
BT	Bhutan	Death Anniversary of Zhabdrung (Zhabdrung Kuchoe)	"Wednesday, May 7, 2025"	7-May-25	Death Anniversary of Zhabdrung (Zhabdrung Kuchoe) is a public holiday in Bhutan
BT	Bhutan	Buddha's Parinirvana	"Wednesday, June 11, 2025"	11-Jun-25	Buddha's Parinirvana is a public holiday in Bhutan
BT	Bhutan	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Bhutan (Thimphu)
